# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Count (DOWNSTREAM)	Count (INTRON)	Count (NON_SYNONYMOUS_CODING)	Count (SPLICE_SITE_DONOR)	Count (START_LOST)	Count (STOP_GAINED)	Count (STOP_LOST)	Count (SYNONYMOUS_CODING)	Count (SYNONYMOUS_START)	Count (SYNONYMOUS_STOP)	Count (UPSTREAM)
PST130_01260	PST130_01260	mRNA	0	0	248	0	0	453	0	0	466	0	0	13	0	0	2	0	0	249	0	0	0	0	0	0	0	0	0	0	0
PST130_01261	PST130_01261	mRNA	4	0	3631	1	0	5295	0	0	5589	0	0	294	0	0	8	0	0	1464	4	0	1	0	0	0	0	0	0	0	0
PST130_01262	PST130_01262	mRNA	0	0	95	4	0	1536	0	0	2447	0	0	911	0	0	20	1	0	5000	0	0	3	0	0	0	0	1	0	0	1
PST130_01263	PST130_01263	mRNA	0	0	1119	5	0	1848	5	0	1963	0	0	115	0	0	4	0	0	335	0	0	1	0	0	0	0	4	0	0	0
PST130_01264	PST130_01264	mRNA	0	0	12	0	0	261	0	0	319	0	0	58	0	0	2	0	0	52	0	0	0	0	0	0	0	0	0	0	0
PST130_01265	PST130_01265	mRNA	0	0	1477	0	0	411	0	0	619	0	0	208	0	0	6	0	0	897	0	0	0	0	0	0	0	0	0	0	0
PST130_01266	PST130_01266	mRNA	0	0	530	0	0	309	0	0	448	0	0	139	0	0	2	0	0	55	0	0	0	0	0	0	0	0	0	0	0
PST130_01267	PST130_01267	mRNA	0	0	1311	2	0	780	2	0	1077	0	0	297	0	0	4	0	0	393	0	0	2	0	0	0	0	0	0	0	0
PST130_01268	PST130_01268	mRNA	0	0	1529	0	0	1308	0	0	1754	0	0	446	0	0	10	0	0	1978	0	0	0	0	0	0	0	0	0	0	0
PST130_01269	PST130_01269	mRNA	0	0	2917	0	0	1839	0	0	2104	0	0	265	0	0	4	0	0	4520	0	0	0	0	0	0	0	0	0	0	0
PST130_01270	PST130_01270	mRNA	0	0	5000	0	0	291	0	0	377	0	0	86	0	0	2	0	0	4088	0	0	0	0	0	0	0	0	0	0	0
PST130_01271	PST130_01271	mRNA	0	0	5000	0	0	2058	0	0	2431	0	0	373	0	0	8	0	0	439	0	0	0	0	0	0	0	0	0	0	0
PST130_01272	PST130_01272	mRNA	0	0	1296	0	0	1857	0	0	2686	0	0	829	0	0	10	0	0	57	0	0	0	0	0	0	0	0	0	0	0
PST130_01273	PST130_01273	mRNA	0	0	112	0	0	858	0	0	1190	0	0	332	0	0	10	0	0	54	0	0	0	0	0	0	0	0	0	0	0
PST130_01274	PST130_01274	mRNA	0	0	3959	0	0	333	0	0	767	0	0	434	0	0	8	4	0	2458	0	0	0	0	0	0	0	0	0	0	4
PST130_01275	PST130_01275	mRNA	0	0	870	4	0	537	0	0	1017	0	0	480	0	0	10	0	0	5000	0	0	1	0	0	0	0	3	0	0	0
PST130_01276	PST130_01276	mRNA	0	0	24	0	0	204	0	0	292	0	0	88	0	0	2	0	0	51	0	0	0	0	0	0	0	0	0	0	0
PST130_01277	PST130_01277	mRNA	0	0	37	0	0	642	0	0	861	0	0	219	0	0	6	0	0	408	0	0	0	0	0	0	0	0	0	0	0
PST130_01278	PST130_01278	mRNA	0	0	1873	0	0	594	0	0	1072	0	0	478	0	0	10	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01279	PST130_01279	mRNA	0	0	4943	0	0	303	0	0	340	0	0	37	0	0	2	0	0	3136	0	0	0	0	0	0	0	0	0	0	0
PST130_01280	PST130_01280	mRNA	0	0	3217	0	0	351	0	0	716	0	0	365	0	0	6	0	0	4486	0	0	0	0	0	0	0	0	0	0	0
PST130_01281	PST130_01281	mRNA	0	0	641	0	0	315	0	0	315	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0
PST130_01282	PST130_01282	mRNA	0	0	17	2	0	2046	2	0	2046	0	0	0	0	0	0	0	0	822	0	0	1	0	0	0	0	1	0	0	0
PST130_01283	PST130_01283	mRNA	0	0	270	0	0	1365	0	0	2381	0	0	1016	0	0	14	0	0	257	0	0	0	0	0	0	0	0	0	0	0
PST130_01284	PST130_01284	mRNA	0	0	866	0	0	471	0	0	853	0	0	382	0	0	10	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01285	PST130_01285	mRNA	2	0	5000	0	0	240	0	0	534	0	0	294	0	0	4	0	0	4965	2	0	0	0	0	0	0	0	0	0	0
PST130_01286	PST130_01286	mRNA	0	0	5000	0	0	1758	0	0	2105	0	0	347	0	0	8	0	0	1908	0	0	0	0	0	0	0	0	0	0	0
PST130_01287	PST130_01287	mRNA	0	0	305	4	0	3879	4	0	4418	0	0	539	0	0	12	0	0	5000	0	0	2	0	0	0	0	2	0	0	0
PST130_01288	PST130_01288	mRNA	0	0	394	0	0	1302	0	0	1450	0	0	148	0	0	2	0	0	54	0	0	0	0	0	0	0	0	0	0	0
PST130_01289	PST130_01289	mRNA	0	0	1172	0	0	402	0	0	402	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01290	PST130_01290	mRNA	0	0	2507	0	0	1746	0	0	2941	0	0	1195	0	0	16	0	0	1400	0	0	0	0	0	0	0	0	0	0	0
PST130_01291	PST130_01291	mRNA	0	0	861	0	0	969	0	0	1284	0	0	315	0	0	10	0	0	89	0	0	0	0	0	0	0	0	0	0	0
PST130_01292	PST130_01292	mRNA	0	0	3673	0	0	747	0	0	864	0	0	117	0	0	4	0	0	112	0	0	0	0	0	0	0	0	0	0	0
PST130_01293	PST130_01293	mRNA	0	0	335	0	0	699	0	0	972	0	0	273	0	0	6	0	0	357	0	0	0	0	0	0	0	0	0	0	0
PST130_01294	PST130_01294	mRNA	0	0	4070	0	0	516	0	0	570	0	0	54	0	0	2	0	0	99	0	0	0	0	0	0	0	0	0	0	0
PST130_01295	PST130_01295	mRNA	0	0	108	0	0	378	0	0	518	0	0	140	0	0	4	0	0	89	0	0	0	0	0	0	0	0	0	0	0
PST130_01296	PST130_01296	mRNA	0	0	755	1	0	783	1	0	1860	0	0	1077	0	0	12	0	0	1892	0	0	1	0	0	0	0	0	0	0	0
PST130_01297	PST130_01297	mRNA	0	0	58	0	0	708	0	0	982	0	0	274	0	0	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0
PST130_01298	PST130_01298	mRNA	0	0	5000	0	0	1734	0	0	1734	0	0	0	0	0	0	0	0	1032	0	0	0	0	0	0	0	0	0	0	0
PST130_01299	PST130_01299	mRNA	0	0	5000	0	0	657	0	0	862	0	0	205	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01300	PST130_01300	mRNA	0	0	42	1	0	1512	0	0	1862	0	0	350	0	0	10	0	0	5000	0	0	1	0	0	0	0	0	0	0	0
PST130_01301	PST130_01301	mRNA	0	0	5000	0	0	375	0	0	562	0	0	187	0	0	4	4	0	5000	0	0	0	0	0	0	0	0	0	0	4
PST130_01302	PST130_01302	mRNA	1	0	3472	4	0	3207	0	0	4159	0	0	952	0	0	26	0	0	5000	1	0	2	0	0	0	0	2	0	0	0
PST130_01303	PST130_01303	mRNA	0	0	3395	0	0	966	0	0	1495	0	0	529	0	0	10	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01304	PST130_01304	mRNA	0	0	433	0	0	702	0	0	709	0	0	7	0	0	2	0	0	302	0	0	0	0	0	0	0	0	0	0	0
PST130_01305	PST130_01305	mRNA	0	0	849	0	0	168	0	0	296	0	0	128	0	0	2	0	0	799	0	0	0	0	0	0	0	0	0	0	0
PST130_01306	PST130_01306	mRNA	0	0	134	0	0	258	0	0	258	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0
PST130_01307	PST130_01307	mRNA	0	0	21	4	0	2397	4	0	3441	0	0	1044	0	0	26	0	0	2303	0	0	1	0	0	0	0	3	0	0	0
PST130_01308	PST130_01308	mRNA	0	0	169	0	0	510	0	0	738	0	0	228	0	0	6	0	0	212	0	0	0	0	0	0	0	0	0	0	0
PST130_01309	PST130_01309	mRNA	0	0	180	0	0	513	0	0	1140	0	0	627	0	0	4	0	0	33	0	0	0	0	0	0	0	0	0	0	0
PST130_01310	PST130_01310	mRNA	0	0	763	0	0	390	0	0	390	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0	0
PST130_01311	PST130_01311	mRNA	0	0	1142	1	0	2529	1	0	2899	0	0	370	0	0	8	0	0	770	0	0	1	0	0	0	0	0	0	0	0
PST130_01312	PST130_01312	mRNA	0	0	435	9	0	1908	9	0	2122	0	0	214	0	0	4	0	0	482	0	0	1	0	0	0	0	8	0	0	0
PST130_01313	PST130_01313	mRNA	0	0	107	0	0	1485	0	0	1712	0	0	227	0	0	4	0	0	258	0	0	0	0	0	0	0	0	0	0	0
PST130_01314	PST130_01314	mRNA	0	0	78	0	0	294	0	0	294	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
PST130_01315	PST130_01315	mRNA	0	0	1154	0	0	255	0	0	469	0	0	214	0	0	6	0	0	325	0	0	0	0	0	0	0	0	0	0	0
PST130_01316	PST130_01316	mRNA	0	0	2	0	0	336	0	0	336	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0
PST130_01317	PST130_01317	mRNA	1	0	2578	1	0	1986	0	0	2333	0	0	347	0	0	2	0	0	1442	1	0	1	0	0	0	0	0	0	0	0
PST130_01318	PST130_01318	mRNA	0	0	272	1	0	876	0	0	958	0	0	82	0	0	2	1	0	5000	0	0	0	0	0	0	0	1	0	0	1
PST130_01319	PST130_01319	mRNA	0	0	17	0	0	951	0	0	1022	0	0	71	0	0	2	0	0	33	0	0	0	0	0	0	0	0	0	0	0
PST130_01320	PST130_01320	mRNA	1	0	3247	0	0	525	0	0	898	0	0	373	0	0	8	0	0	1041	1	0	0	0	0	0	0	0	0	0	0
PST130_01321	PST130_01321	mRNA	0	0	4	1	0	1782	0	0	2959	0	0	1177	0	0	20	0	0	2223	0	0	0	0	0	0	0	1	0	0	0
PST130_01322	PST130_01322	mRNA	3	0	3344	0	0	192	0	0	216	0	0	24	0	0	2	1	0	2746	3	0	0	0	0	0	0	0	0	0	1
PST130_01323	PST130_01323	mRNA	0	0	1895	4	0	1803	4	0	2649	0	0	846	0	0	18	0	0	1762	0	0	2	0	0	0	0	2	0	0	0
PST130_01324	PST130_01324	mRNA	0	0	179	0	0	534	0	0	677	0	0	143	0	0	8	0	0	518	0	0	0	0	0	0	0	0	0	0	0
PST130_01325	PST130_01325	mRNA	0	0	1499	0	0	231	0	0	231	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0
PST130_01326	PST130_01326	mRNA	0	0	28	0	0	207	0	0	284	0	0	77	0	0	2	0	0	175	0	0	0	0	0	0	0	0	0	0	0
PST130_01327	PST130_01327	mRNA	0	0	1849	2	0	429	0	0	508	0	0	79	0	0	2	2	0	5000	0	0	0	0	0	0	1	1	0	0	2
PST130_01328	PST130_01328	mRNA	2	0	3683	2	0	855	0	0	1415	0	0	560	0	0	4	2	0	4711	2	0	0	0	0	0	1	1	0	0	2
PST130_01329	PST130_01329	mRNA	0	0	115	2	0	2568	0	0	2739	0	0	171	0	0	4	0	0	5000	0	0	2	0	0	0	0	0	0	0	0
PST130_01330	PST130_01330	mRNA	0	0	878	0	0	825	0	0	908	0	0	83	0	0	2	2	0	5000	0	0	0	0	0	0	0	0	0	0	2
PST130_01331	PST130_01331	mRNA	0	0	372	0	0	339	0	0	410	0	0	71	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01332	PST130_01332	mRNA	0	0	234	1	0	225	0	0	537	0	0	312	0	0	6	1	0	5000	0	0	0	0	0	0	0	1	0	0	1
PST130_01333	PST130_01333	mRNA	1	0	1745	1	0	2049	0	0	2513	0	0	464	0	0	2	0	0	5000	1	0	0	0	0	0	0	1	0	0	0
PST130_01334	PST130_01334	mRNA	0	0	57	0	0	186	0	0	280	0	0	94	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0
PST130_01335	PST130_01335	mRNA	0	0	1214	8	0	735	8	0	1063	0	0	328	0	0	10	0	0	326	0	0	3	0	0	0	0	5	0	0	0
PST130_01336	PST130_01336	mRNA	0	0	38	0	0	392	0	0	481	0	0	89	0	0	2	0	0	337	0	0	0	0	0	0	0	0	0	0	0
PST130_01337	PST130_01337	mRNA	0	0	456	0	0	837	0	0	1715	0	0	878	0	0	8	0	0	4283	0	0	0	0	0	0	0	0	0	0	0
PST130_01338	PST130_01338	mRNA	0	0	5000	0	0	192	0	0	229	0	0	37	0	0	2	0	0	917	0	0	0	0	0	0	0	0	0	0	0
PST130_01339	PST130_01339	mRNA	0	0	15	0	0	393	0	0	466	0	0	73	0	0	2	0	0	521	0	0	0	0	0	0	0	0	0	0	0
PST130_01340	PST130_01340	mRNA	0	0	1230	0	0	1653	0	0	2031	0	0	378	0	0	4	0	0	1263	0	0	0	0	0	0	0	0	0	0	0
PST130_01341	PST130_01341	mRNA	0	0	6	0	0	1017	0	0	1097	0	0	80	0	0	2	0	0	3421	0	0	0	0	0	0	0	0	0	0	0
PST130_01342	PST130_01342	mRNA	0	0	843	0	0	249	0	0	589	0	0	340	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01343	PST130_01343	mRNA	0	0	3311	0	0	282	0	0	735	0	0	453	0	0	4	0	0	3390	0	0	0	0	0	0	0	0	0	0	0
PST130_01344	PST130_01344	mRNA	0	0	721	11	0	873	11	0	1102	0	0	229	0	0	6	0	0	109	0	0	4	0	0	1	0	6	0	0	0
PST130_01345	PST130_01345	mRNA	0	0	2724	1	0	792	1	0	965	0	0	173	0	0	4	0	0	1097	0	0	1	0	0	0	0	0	0	0	0
PST130_01346	PST130_01346	mRNA	0	0	869	0	0	288	0	0	345	0	0	57	0	0	4	0	0	3068	0	0	0	0	0	0	0	0	0	0	0
PST130_01347	PST130_01347	mRNA	0	0	494	0	0	1158	0	0	1158	0	0	0	0	0	0	22	0	3920	0	0	0	0	0	0	0	0	0	0	22
PST130_01348	PST130_01348	mRNA	0	0	499	22	0	1656	0	0	2821	0	0	1165	0	0	14	0	0	2252	0	0	0	0	0	0	0	22	0	0	0
PST130_01349	PST130_01349	mRNA	0	0	769	0	0	264	0	0	556	0	0	292	0	0	6	0	0	684	0	0	0	0	0	0	0	0	0	0	0
PST130_01350	PST130_01350	mRNA	0	0	2105	9	0	1437	0	0	2010	0	0	573	0	0	10	0	0	3786	0	0	4	0	0	0	0	5	0	0	0
PST130_01351	PST130_01351	mRNA	0	0	1175	0	0	1782	0	0	1854	0	0	72	0	0	2	9	0	4872	0	0	0	0	0	0	0	0	0	0	9
PST130_01352	PST130_01352	mRNA	9	0	5000	0	0	690	0	0	1053	0	0	363	0	0	10	0	0	576	9	0	0	0	0	0	0	0	0	0	0
PST130_01353	PST130_01353	mRNA	0	0	2641	0	0	255	0	0	444	0	0	189	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01354	PST130_01354	mRNA	1	0	5000	8	0	1365	0	0	1645	0	0	280	0	0	8	1	0	5000	1	0	2	0	0	1	0	5	0	0	1
PST130_01355	PST130_01355	mRNA	0	0	5000	2	0	3123	0	0	3261	0	0	138	0	0	4	9	0	5000	0	0	2	0	0	0	0	0	0	0	9
PST130_01356	PST130_01356	mRNA	2	0	5000	1	0	2325	0	0	3192	0	0	867	0	0	20	0	0	5000	2	0	1	0	0	0	0	0	0	0	0
PST130_01357	PST130_01357	mRNA	0	0	675	3	0	1269	0	0	1725	0	0	456	0	0	4	0	0	5000	0	0	2	0	0	0	0	1	0	0	0
PST130_01358	PST130_01358	mRNA	0	0	61	0	0	1293	0	0	1679	0	0	386	0	0	10	2	0	5000	0	0	0	0	0	0	0	0	0	0	2
PST130_01359	PST130_01359	mRNA	3	0	5000	1	0	2394	0	0	3360	0	0	966	0	0	10	0	0	5000	3	0	1	0	0	0	0	0	0	0	0
PST130_01360	PST130_01360	mRNA	0	0	71	0	0	942	0	0	990	0	0	48	0	0	2	0	0	1045	0	0	0	0	0	0	0	0	0	0	0
PST130_01361	PST130_01361	mRNA	0	0	17	3	0	1413	3	0	1947	0	0	534	0	0	10	0	0	77	0	0	2	0	0	0	0	1	0	0	0
PST130_01362	PST130_01362	mRNA	0	0	1107	0	0	333	0	0	490	0	0	157	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01363	PST130_01363	mRNA	0	0	5000	0	0	309	0	0	1128	0	0	819	0	0	8	0	0	2323	0	0	0	0	0	0	0	0	0	0	0
PST130_01364	PST130_01364	mRNA	0	0	50	0	0	492	0	0	492	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01365	PST130_01365	mRNA	0	0	5000	0	0	717	0	0	980	0	0	263	0	0	8	0	0	583	0	0	0	0	0	0	0	0	0	0	0
PST130_01366	PST130_01366	mRNA	0	0	3305	0	0	522	0	0	635	0	0	113	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01368	PST130_01368	mRNA	0	0	565	0	0	114	0	0	114	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0
PST130_01369	PST130_01369	mRNA	0	0	322	0	0	279	0	0	279	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0
PST130_01370	PST130_01370	mRNA	0	0	322	0	0	366	0	0	481	0	0	115	0	0	2	0	0	965	0	0	0	0	0	0	0	0	0	0	0
PST130_01372	PST130_01372	mRNA	0	0	503	0	0	567	0	0	643	0	0	76	0	0	2	0	0	305	0	0	0	0	0	0	0	0	0	0	0
PST130_01373	PST130_01373	mRNA	0	0	1444	0	0	2643	0	0	3298	0	0	655	0	0	6	11	0	3338	0	0	0	0	0	0	0	0	0	0	11
PST130_01374	PST130_01374	mRNA	0	0	907	11	0	1827	0	0	2509	0	0	682	0	0	16	0	0	4664	0	0	2	0	0	1	0	8	0	0	0
PST130_01375	PST130_01375	mRNA	0	0	452	2	0	828	0	0	1260	0	0	432	0	0	10	3	0	4565	0	0	1	0	0	0	0	1	0	0	3
PST130_01376	PST130_01376	mRNA	2	0	3369	3	0	705	0	0	1680	0	0	975	0	0	22	0	0	1228	2	0	0	0	0	0	0	3	0	0	0
PST130_01377	PST130_01377	mRNA	0	0	192	0	0	381	0	0	559	0	0	178	0	0	2	0	0	63	0	0	0	0	0	0	0	0	0	0	0
PST130_01378	PST130_01378	mRNA	0	0	721	0	0	252	0	0	365	0	0	113	0	0	2	0	0	307	0	0	0	0	0	0	0	0	0	0	0
PST130_01379	PST130_01379	mRNA	0	0	8	0	0	198	0	0	265	0	0	67	0	0	2	0	0	155	0	0	0	0	0	0	0	0	0	0	0
PST130_01380	PST130_01380	mRNA	1	0	5000	0	0	1263	0	0	1598	0	0	335	0	0	6	0	0	1801	1	0	0	0	0	0	0	0	0	0	0
PST130_01381	PST130_01381	mRNA	0	0	1299	0	0	858	0	0	895	0	0	37	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01382	PST130_01382	mRNA	0	0	3854	0	0	456	0	0	1080	0	0	624	0	0	6	1	0	5000	0	0	0	0	0	0	0	0	0	0	1
PST130_01383	PST130_01383	mRNA	0	0	5000	1	0	612	0	0	1007	0	0	395	0	0	8	0	0	3984	0	0	1	0	0	0	0	0	0	0	0
PST130_01384	PST130_01384	mRNA	0	0	2254	0	0	381	0	0	669	0	0	288	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01385	PST130_01385	mRNA	0	0	1201	0	0	303	0	0	582	0	0	279	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01386	PST130_01386	mRNA	0	0	5000	0	0	1044	0	0	1204	0	0	160	0	0	4	0	0	459	0	0	0	0	0	0	0	0	0	0	0
PST130_01387	PST130_01387	mRNA	0	0	98	0	0	240	0	0	240	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01388	PST130_01388	mRNA	0	0	35	0	0	612	0	0	771	0	0	159	0	0	6	0	0	39	0	0	0	0	0	0	0	0	0	0	0
PST130_01389	PST130_01389	mRNA	0	0	1	10	0	2427	10	0	2880	0	0	453	0	0	12	0	0	127	0	0	3	0	0	0	0	7	0	0	0
PST130_01390	PST130_01390	mRNA	0	0	23	0	0	636	0	0	669	0	0	33	0	0	2	0	0	433	0	0	0	0	0	0	0	0	0	0	0
PST130_01391	PST130_01391	mRNA	0	0	49	0	0	249	0	0	313	0	0	64	0	0	2	0	0	24	0	0	0	0	0	0	0	0	0	0	0
PST130_01392	PST130_01392	mRNA	0	0	19	0	0	408	0	0	408	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0
PST130_01393	PST130_01393	mRNA	0	0	210	6	0	2832	0	0	3082	0	0	250	0	0	6	3	0	5000	0	0	4	0	0	0	0	2	0	0	3
PST130_01394	PST130_01394	mRNA	0	0	24	1	0	1032	0	0	1094	0	0	62	0	0	2	10	0	5000	0	0	0	0	0	0	0	1	0	0	10
PST130_01395	PST130_01395	mRNA	6	0	4311	3	0	795	0	0	1230	0	0	435	0	0	6	0	0	5000	6	0	3	0	0	0	0	0	0	0	0
PST130_01396	PST130_01396	mRNA	3	0	5000	5	0	1656	0	0	2661	0	0	1005	0	0	16	1	0	3737	3	0	2	0	0	0	0	3	0	0	1
PST130_01397	PST130_01397	mRNA	5	0	5000	5	0	1638	0	0	1950	0	0	312	0	0	4	0	0	1304	5	0	0	0	0	0	0	5	0	0	0
PST130_01398	PST130_01398	mRNA	0	0	1555	0	0	1188	0	0	1658	0	0	470	0	0	10	0	0	116	0	0	0	0	0	0	0	0	0	0	0
PST130_01399	PST130_01399	mRNA	0	0	2762	0	0	249	0	0	249	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0
PST130_01400	PST130_01400	mRNA	0	0	459	0	0	420	0	0	420	0	0	0	0	0	0	0	0	1478	0	0	0	0	0	0	0	0	0	0	0
PST130_01401	PST130_01401	mRNA	0	0	3377	0	0	312	0	0	946	0	0	634	0	0	6	0	0	227	0	0	0	0	0	0	0	0	0	0	0
PST130_01402	PST130_01402	mRNA	0	0	32	0	0	1854	0	0	2206	0	0	352	0	0	6	0	0	160	0	0	0	0	0	0	0	0	0	0	0
PST130_01403	PST130_01403	mRNA	1	0	5000	0	0	504	0	0	2202	0	0	1698	0	0	6	1	0	5000	1	0	0	0	0	0	0	0	0	0	1
PST130_01404	PST130_01404	mRNA	0	0	37	0	0	396	0	0	451	0	0	55	0	0	2	2	0	5000	0	0	0	0	0	0	0	0	0	0	2
PST130_01405	PST130_01405	mRNA	0	0	5000	1	0	1146	0	0	1285	0	0	139	0	0	4	0	0	5000	0	0	0	0	0	0	0	1	0	0	0
PST130_01406	PST130_01406	mRNA	0	0	5000	0	0	381	0	0	463	0	0	82	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01407	PST130_01407	mRNA	0	0	5000	3	0	4413	0	0	4811	0	0	398	0	0	10	0	0	1736	0	0	3	0	0	0	0	0	0	0	0
PST130_01408	PST130_01408	mRNA	0	0	20	0	0	603	0	0	603	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01409	PST130_01409	mRNA	0	0	100	0	0	321	0	0	433	0	0	112	0	0	2	0	0	68	0	0	0	0	0	0	0	0	0	0	0
PST130_01410	PST130_01410	mRNA	0	0	527	0	0	1011	0	0	1211	0	0	200	0	0	6	0	0	3095	0	0	0	0	0	0	0	0	0	0	0
PST130_01411	PST130_01411	mRNA	0	0	936	0	0	582	0	0	1166	0	0	584	0	0	8	0	0	2731	0	0	0	0	0	0	0	0	0	0	0
PST130_01412	PST130_01412	mRNA	0	0	82	0	0	228	0	0	248	0	0	20	0	0	2	0	0	44	0	0	0	0	0	0	0	0	0	0	0
PST130_01413	PST130_01413	mRNA	0	0	1822	0	0	2559	0	0	2824	0	0	265	0	0	6	0	0	103	0	0	0	0	0	0	0	0	0	0	0
PST130_01414	PST130_01414	mRNA	0	0	612	0	0	1065	0	0	1065	0	0	0	0	0	0	0	0	3072	0	0	0	0	0	0	0	0	0	0	0
PST130_01415	PST130_01415	mRNA	0	0	404	0	0	1086	0	0	1165	0	0	79	0	0	2	0	0	36	0	0	0	0	0	0	0	0	0	0	0
PST130_01416	PST130_01416	mRNA	0	0	2352	0	0	252	0	0	252	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0
PST130_01417	PST130_01417	mRNA	0	0	1192	0	0	555	0	0	654	0	0	99	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01418	PST130_01418	mRNA	0	0	68	0	0	666	0	0	949	0	0	283	0	0	8	0	0	5000	0	0	0	0	0	0	0	0	0	0	0
PST130_01419	PST130_01419	mRNA	0	0	179	0	0	2064	0	0	3332	0	0	1268	0	0	24	0	0	374	0	0	0	0	0	0	0	0	0	0	0
PST130_01420	PST130_01420	mRNA	0	0	831	0	0	1893	0	0	2229	0	0	336	0	0	8	0	0	50	0	0	0	0	0	0	0	0	0	0	0
PST130_01421	PST130_01421	mRNA	0	0	37	0	0	660	0	0	781	0	0	121	0	0	4	0	0	54	0	0	0	0	0	0	0	0	0	0	0
PST130_01422	PST130_01422	mRNA	0	0	1152	0	0	828	0	0	972	0	0	144	0	0	8	0	0	2311	0	0	0	0	0	0	0	0	0	0	0
PST130_01423	PST130_01423	mRNA	0	0	1750	0	0	318	0	0	318	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0
PST130_01424	PST130_01424	mRNA	0	0	2431	4	0	351	4	0	387	0	0	36	0	0	2	0	0	1661	0	0	1	0	0	0	0	3	0	0	0
PST130_01425	PST130_01425	mRNA	0	0	174	0	0	1404	0	0	2908	0	0	1504	0	0	14	0	0	956	0	0	0	0	0	0	0	0	0	0	0
PST130_01426	PST130_01426	mRNA	0	0	115	0	0	723	0	0	847	0	0	124	0	0	4	0	0	214	0	0	0	0	0	0	0	0	0	0	0
PST130_01427	PST130_01427	mRNA	0	0	770	0	0	4338	0	0	5481	0	0	1143	0	0	24	0	0	4772	0	0	0	0	0	0	0	0	0	0	0
PST130_01428	PST130_01428	mRNA	0	0	5000	0	0	387	0	0	510	0	0	123	0	0	2	0	0	3449	0	0	0	0	0	0	0	0	0	0	0
PST130_01429	PST130_01429	mRNA	0	0	5000	0	0	243	0	0	243	0	0	0	0	0	0	0	0	1874	0	0	0	0	0	0	0	0	0	0	0
PST130_01430	PST130_01430	mRNA	0	0	1433	0	0	249	0	0	571	0	0	322	0	0	4	0	0	1281	0	0	0	0	0	0	0	0	0	0	0
PST130_01431	PST130_01431	mRNA	0	0	33	0	0	654	0	0	654	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
PST130_01432	PST130_01432	mRNA	0	0	656	4	0	1950	4	0	2282	0	0	332	0	0	8	0	0	263	0	0	1	0	0	0	0	3	0	0	0
PST130_01433	PST130_01433	mRNA	0	0	75	0	0	1884	0	0	2344	0	0	460	0	0	12	0	0	798	0	0	0	0	0	0	0	0	0	0	0
